1.216883116883116855e+02,1.055999999999999943e+02,9.216080402010049966e+01,8.538461538461538680e+01,8.467272727272727195e+01,9.157824933687003011e+01,1.756428571428571388e+02,5.616983372921615114e+01,2.314432989690721598e+01,2.419826652221018293e+01,2.656209987195902755e+01
1.216883116883116855e+02,1.055999999999999943e+02,9.216080402010049966e+01,8.538461538461538680e+01,8.467272727272727195e+01,9.157824933687003011e+01,1.756428571428571388e+02,5.616983372921615114e+01,2.314432989690721598e+01,2.419826652221018293e+01,2.656209987195902755e+01
1.216883116883116855e+02,1.055999999999999943e+02,9.216080402010049966e+01,8.538461538461538680e+01,8.467272727272727195e+01,9.157824933687003011e+01,1.756428571428571388e+02,5.616983372921615114e+01,2.314432989690721598e+01,2.419826652221018293e+01,2.656209987195902755e+01
1.216883116883116855e+02,1.055999999999999943e+02,9.216080402010049966e+01,8.538461538461538680e+01,8.467272727272727195e+01,9.157824933687003011e+01,1.756428571428571388e+02,5.616983372921615114e+01,2.314432989690721598e+01,2.419826652221018293e+01,2.656209987195902755e+01
1.216883116883116855e+02,1.055999999999999943e+02,9.216080402010049966e+01,8.538461538461538680e+01,8.467272727272727195e+01,9.157824933687003011e+01,1.756428571428571388e+02,5.616983372921615114e+01,2.314432989690721598e+01,2.419826652221018293e+01,2.656209987195902755e+01
1.216883116883116855e+02,1.055999999999999943e+02,9.216080402010049966e+01,8.538461538461538680e+01,8.467272727272727195e+01,9.157824933687003011e+01,1.756428571428571388e+02,5.616983372921615114e+01,2.314432989690721598e+01,2.419826652221018293e+01,2.656209987195902755e+01
1.216883116883116855e+02,1.055999999999999943e+02,9.216080402010049966e+01,8.538461538461538680e+01,8.467272727272727195e+01,9.157824933687003011e+01,1.756428571428571388e+02,5.616983372921615114e+01,2.314432989690721598e+01,2.419826652221018293e+01,2.656209987195902755e+01
1.216883116883116855e+02,1.055999999999999943e+02,9.216080402010049966e+01,8.538461538461538680e+01,8.467272727272727195e+01,9.157824933687003011e+01,1.756428571428571388e+02,5.616983372921615114e+01,2.314432989690721598e+01,2.419826652221018293e+01,2.656209987195902755e+01
1.216883116883116855e+02,1.055999999999999943e+02,9.216080402010049966e+01,8.538461538461538680e+01,8.467272727272727195e+01,9.157824933687003011e+01,1.756428571428571388e+02,5.616983372921615114e+01,2.314432989690721598e+01,2.419826652221018293e+01,2.656209987195902755e+01
1.216883116883116855e+02,1.055999999999999943e+02,9.216080402010049966e+01,8.538461538461538680e+01,8.467272727272727195e+01,9.157824933687003011e+01,1.756428571428571388e+02,5.616983372921615114e+01,2.314432989690721598e+01,2.419826652221018293e+01,2.656209987195902755e+01
1.216883116883116855e+02,1.055999999999999943e+02,9.216080402010049966e+01,8.538461538461538680e+01,8.467272727272727195e+01,9.157824933687003011e+01,1.756428571428571388e+02,5.616983372921615114e+01,2.314432989690721598e+01,2.419826652221018293e+01,2.656209987195902755e+01
1.197682119205298079e+02,1.023988439306358345e+02,9.121827411167512878e+01,8.364035087719298645e+01,8.290874524714828908e+01,8.270491803278687826e+01,1.228375000000000057e+02,3.154608096468561484e+01,2.221916299559471497e+01,2.304136253041362536e+01,2.757575757575757436e+01
1.197682119205298079e+02,1.023988439306358345e+02,9.121827411167512878e+01,8.364035087719298645e+01,8.290874524714828908e+01,8.270491803278687826e+01,1.228375000000000057e+02,3.154608096468561484e+01,2.221916299559471497e+01,2.304136253041362536e+01,2.757575757575757436e+01
1.197682119205298079e+02,1.023988439306358345e+02,9.121827411167512878e+01,8.364035087719298645e+01,8.290874524714828908e+01,8.270491803278687826e+01,1.228375000000000057e+02,3.154608096468561484e+01,2.221916299559471497e+01,2.304136253041362536e+01,2.757575757575757436e+01
1.197682119205298079e+02,1.023988439306358345e+02,9.121827411167512878e+01,8.364035087719298645e+01,8.290874524714828908e+01,8.270491803278687826e+01,1.228375000000000057e+02,3.154608096468561484e+01,2.221916299559471497e+01,2.304136253041362536e+01,2.757575757575757436e+01
1.197682119205298079e+02,1.023988439306358345e+02,9.121827411167512878e+01,8.364035087719298645e+01,8.290874524714828908e+01,8.270491803278687826e+01,1.228375000000000057e+02,3.154608096468561484e+01,2.221916299559471497e+01,2.304136253041362536e+01,2.757575757575757436e+01
1.197682119205298079e+02,1.023988439306358345e+02,9.121827411167512878e+01,8.364035087719298645e+01,8.290874524714828908e+01,8.270491803278687826e+01,1.228375000000000057e+02,3.154608096468561484e+01,2.221916299559471497e+01,2.304136253041362536e+01,2.757575757575757436e+01
1.197682119205298079e+02,1.023988439306358345e+02,9.121827411167512878e+01,8.364035087719298645e+01,8.290874524714828908e+01,8.270491803278687826e+01,1.228375000000000057e+02,3.154608096468561484e+01,2.221916299559471497e+01,2.304136253041362536e+01,2.757575757575757436e+01
1.197682119205298079e+02,1.023988439306358345e+02,9.121827411167512878e+01,8.364035087719298645e+01,8.290874524714828908e+01,8.270491803278687826e+01,1.228375000000000057e+02,3.154608096468561484e+01,2.221916299559471497e+01,2.304136253041362536e+01,2.757575757575757436e+01
1.197682119205298079e+02,1.023988439306358345e+02,9.121827411167512878e+01,8.364035087719298645e+01,8.290874524714828908e+01,8.270491803278687826e+01,1.228375000000000057e+02,3.154608096468561484e+01,2.221916299559471497e+01,2.304136253041362536e+01,2.757575757575757436e+01
1.197682119205298079e+02,1.023988439306358345e+02,9.121827411167512878e+01,8.364035087719298645e+01,8.290874524714828908e+01,8.270491803278687826e+01,1.228375000000000057e+02,3.154608096468561484e+01,2.221916299559471497e+01,2.304136253041362536e+01,2.757575757575757436e+01
1.197682119205298079e+02,1.023988439306358345e+02,9.121827411167512878e+01,8.364035087719298645e+01,8.290874524714828908e+01,8.270491803278687826e+01,1.228375000000000057e+02,3.154608096468561484e+01,2.221916299559471497e+01,2.304136253041362536e+01,2.757575757575757436e+01
1.187241379310344769e+02,1.012121212121212182e+02,8.877659574468084713e+01,8.216894977168949765e+01,8.181640625000000000e+01,7.271428571428570820e+01,9.226284584980237469e+01,2.577757685352622019e+01,2.064885496183206115e+01,2.055954088952654146e+01,2.905365126676602117e+01
1.187241379310344769e+02,1.012121212121212182e+02,8.877659574468084713e+01,8.216894977168949765e+01,8.181640625000000000e+01,7.271428571428570820e+01,9.226284584980237469e+01,2.577757685352622019e+01,2.064885496183206115e+01,2.055954088952654146e+01,2.905365126676602117e+01
1.187241379310344769e+02,1.012121212121212182e+02,8.877659574468084713e+01,8.216894977168949765e+01,8.181640625000000000e+01,7.271428571428570820e+01,9.226284584980237469e+01,2.577757685352622019e+01,2.064885496183206115e+01,2.055954088952654146e+01,2.905365126676602117e+01
1.187241379310344769e+02,1.012121212121212182e+02,8.877659574468084713e+01,8.216894977168949765e+01,8.181640625000000000e+01,7.271428571428570820e+01,9.226284584980237469e+01,2.577757685352622019e+01,2.064885496183206115e+01,2.055954088952654146e+01,2.905365126676602117e+01
