4.354350000000000165e+01,8.625340699999999572e+01,1.280064930000000061e+02,1.690237480000000119e+02,2.090637480000000039e+02,2.481989140000000020e+02,2.860658119999999940e+02,3.231500179999999887e+02,3.591517820000000256e+02,3.941393330000000219e+02,4.281902779999999780e+02,4.610836479999999824e+02,4.929925000000000068e+02,5.239399859999999762e+02,5.536547130000000152e+02,5.824900380000000268e+02,6.101095000000000255e+02,6.366912839999999960e+02,6.621615000000000464e+02,6.864050190000000384e+02,7.094792780000000221e+02,7.313051900000000387e+02,7.520105240000000322e+02,7.713785810000000538e+02,7.895429900000000316e+02,8.063079510000000028e+02,8.218210000000000264e+02,8.358004959999999528e+02,8.481936279999999897e+02,8.588579999999999472e+02,8.675007090000000289e+02,8.731236310000000458e+02,8.731264899999999898e+02,8.731264899999999898e+02,8.731264899999999898e+02,8.731264899999999898e+02,8.731264899999999898e+02,8.731264899999999898e+02,8.731264899999999898e+02,8.731264899999999898e+02,8.731264899999999898e+02,8.731264899999999898e+02,8.731264899999999898e+02,8.731264899999999898e+02,8.731264899999999898e+02,8.731264899999999898e+02,8.731264899999999898e+02,8.731264899999999898e+02,8.731264899999999898e+02,8.731264899999999898e+02
4.354350000000000165e+01,8.658650000000000091e+01,1.286285000000000025e+02,1.696694999999999993e+02,2.097094999999999914e+02,2.487485000000000070e+02,2.867864999999999895e+02,3.238235000000000241e+02,3.603600000000000136e+02,3.953949999999999818e+02,4.299295000000000186e+02,4.629624999999999773e+02,4.949945000000000164e+02,5.260254999999999654e+02,5.560555000000000518e+02,5.850845000000000482e+02,6.126119999999999663e+02,6.396390000000000100e+02,6.651644999999999754e+02,6.891884999999999764e+02,7.127119999999999891e+02,7.347340000000000373e+02,7.552545000000000073e+02,7.747740000000000009e+02,7.927920000000000300e+02,8.098089999999999691e+02,8.253244999999999436e+02,8.393384999999999536e+02,8.518509999999999991e+02,8.623614999999999782e+02,8.713704999999999927e+02,8.768759999999999764e+02,8.768759999999999764e+02,8.768759999999999764e+02,8.768759999999999764e+02,8.768759999999999764e+02,8.768759999999999764e+02,8.768759999999999764e+02,8.768759999999999764e+02,8.768759999999999764e+02,8.768759999999999764e+02,8.768759999999999764e+02,8.768759999999999764e+02,8.768759999999999764e+02,8.768759999999999764e+02,8.768759999999999764e+02,8.768759999999999764e+02,8.768759999999999764e+02,8.768759999999999764e+02,8.768759999999999764e+02
4.404399999999999693e+01,8.708700000000000330e+01,1.296295000000000073e+02,1.711709999999999923e+02,2.112110000000000127e+02,2.507504999999999882e+02,2.892889999999999873e+02,3.268265000000000100e+02,3.633629999999999995e+02,3.988985000000000127e+02,4.334329999999999927e+02,4.669664999999999964e+02,4.989984999999999786e+02,5.305299999999999727e+02,5.605599999999999454e+02,5.895890000000000555e+02,6.176169999999999618e+02,6.446440000000000055e+02,6.701694999999999709e+02,6.946939999999999600e+02,7.182174999999999727e+02,7.402395000000000209e+02,7.612604999999999791e+02,7.807799999999999727e+02,7.992984999999999900e+02,8.163155000000000427e+02,8.318310000000000173e+02,8.458450000000000273e+02,8.583574999999999591e+02,8.688680000000000518e+02,8.778769999999999527e+02,8.833825000000000500e+02,8.833825000000000500e+02,8.833825000000000500e+02,8.833825000000000500e+02,8.833825000000000500e+02,8.833825000000000500e+02,8.833825000000000500e+02,8.833825000000000500e+02,8.833825000000000500e+02,8.833825000000000500e+02,8.833825000000000500e+02,8.833825000000000500e+02,8.833825000000000500e+02,8.833825000000000500e+02,8.833825000000000500e+02,8.833825000000000500e+02,8.833825000000000500e+02,8.833825000000000500e+02,8.833825000000000500e+02
4.454449999999999932e+01,8.858849999999999625e+01,1.311310000000000002e+02,1.731730000000000018e+02,2.142139999999999986e+02,2.542539999999999907e+02,2.932930000000000064e+02,3.313310000000000173e+02,3.683679999999999950e+02,4.044039999999999964e+02,4.394390000000000214e+02,4.729725000000000250e+02,5.060054999999999836e+02,5.375370000000000346e+02,5.680674999999999955e+02,5.975969999999999800e+02,6.256250000000000000e+02,6.531525000000000318e+02,6.791784999999999854e+02,7.037029999999999745e+02,7.272264999999999873e+02,7.497490000000000236e+02,7.707699999999999818e+02,7.907899999999999636e+02,8.093084999999999809e+02,8.263255000000000337e+02,8.423414999999999964e+02,8.563555000000000064e+02,8.688680000000000518e+02,8.798790000000000191e+02,8.888880000000000337e+02,8.943935000000000173e+02,8.943935000000000173e+02,8.943935000000000173e+02,8.943935000000000173e+02,8.943935000000000173e+02,8.943935000000000173e+02,8.943935000000000173e+02,8.943935000000000173e+02,8.943935000000000173e+02,8.943935000000000173e+02,8.943935000000000173e+02,8.943935000000000173e+02,8.943935000000000173e+02,8.943935000000000173e+02,8.943935000000000173e+02,8.943935000000000173e+02,8.943935000000000173e+02,8.943935000000000173e+02,8.943935000000000173e+02
4.554549999999999699e+01,9.009000000000000341e+01,1.336334999999999980e+02,1.761759999999999877e+02,2.182179999999999893e+02,2.587585000000000264e+02,2.982980000000000018e+02,3.368365000000000009e+02,3.743740000000000236e+02,4.109105000000000132e+02,4.464460000000000264e+02,4.809805000000000064e+02,5.140135000000000218e+02,5.465460000000000491e+02,5.775769999999999982e+02,6.076069999999999709e+02,6.361354999999999791e+02,6.641634999999999991e+02,6.906900000000000546e+02,7.157150000000000318e+02,7.397390000000000327e+02,7.622614999999999554e+02,7.837830000000000155e+02,8.038029999999999973e+02,8.228220000000000027e+02,8.403395000000000437e+02,8.558550000000000182e+02,8.703695000000000164e+02,8.833825000000000500e+02,8.943935000000000173e+02,9.029020000000000437e+02,9.089080000000000155e+02,9.089080000000000155e+02,9.089080000000000155e+02,9.089080000000000155e+02,9.089080000000000155e+02,9.089080000000000155e+02,9.089080000000000155e+02,9.089080000000000155e+02,9.089080000000000155e+02,9.089080000000000155e+02,9.089080000000000155e+02,9.089080000000000155e+02,9.089080000000000155e+02,9.089080000000000155e+02,9.089080000000000155e+02,9.089080000000000155e+02,9.089080000000000155e+02,9.089080000000000155e+02,9.089080000000000155e+02
4.604599999999999937e+01,9.159149999999999636e+01,1.361359999999999957e+02,1.796794999999999902e+02,2.222220000000000084e+02,2.637635000000000218e+02,3.038034999999999854e+02,3.433430000000000177e+02,3.818815000000000168e+02,4.194189999999999827e+02,4.554549999999999841e+02,4.909904999999999973e+02,5.250244999999999891e+02,5.575570000000000164e+02,5.895890000000000555e+02,6.201195000000000164e+02,6.491485000000000127e+02,6.776770000000000209e+02,7.047039999999999509e+02,7.307300000000000182e+02,7.547540000000000191e+02,7.782775000000000318e+02,7.997989999999999782e+02,8.203194999999999482e+02,8.393384999999999536e+02,8.573564999999999827e+02,8.733724999999999454e+02,8.878869999999999436e+02,9.008999999999999773e+02,9.119109999999999445e+02,9.209199999999999591e+02,9.269260000000000446e+02,9.269260000000000446e+02,9.269260000000000446e+02,9.269260000000000446e+02,9.269260000000000446e+02,9.269260000000000446e+02,9.269260000000000446e+02,9.269260000000000446e+02,9.269260000000000446e+02,9.269260000000000446e+02,9.269260000000000446e+02,9.269260000000000446e+02,9.269260000000000446e+02,9.269260000000000446e+02,9.269260000000000446e+02,9.269260000000000446e+02,9.269260000000000446e+02,9.269260000000000446e+02,9.269260000000000446e+02
4.754749999999999943e+01,9.409399999999999409e+01,1.396394999999999982e+02,1.841839999999999975e+02,2.277274999999999920e+02,2.707705000000000268e+02,3.123120000000000118e+02,3.528525000000000205e+02,3.923919999999999959e+02,4.304300000000000068e+02,4.679674999999999727e+02,5.035029999999999859e+02,5.385380000000000109e+02,5.725720000000000027e+02,6.051045000000000300e+02,6.366359999999999673e+02,6.666660000000000537e+02,6.956950000000000500e+02,7.232224999999999682e+02,7.497490000000000236e+02,7.747740000000000009e+02,7.982975000000000136e+02,8.208200000000000500e+02,8.418410000000000082e+02,8.613605000000000018e+02,8.793785000000000309e+02,8.958949999999999818e+02,9.109099999999999682e+02,9.244234999999999900e+02,9.354344999999999573e+02,9.444434999999999718e+02,9.504494999999999436e+02,9.504494999999999436e+02,9.504494999999999436e+02,9.504494999999999436e+02,9.504494999999999436e+02,9.504494999999999436e+02,9.504494999999999436e+02,9.504494999999999436e+02,9.504494999999999436e+02,9.504494999999999436e+02,9.504494999999999436e+02,9.504494999999999436e+02,9.504494999999999436e+02,9.504494999999999436e+02,9.504494999999999436e+02,9.504494999999999436e+02,9.504494999999999436e+02,9.504494999999999436e+02,9.504494999999999436e+02
4.904899999999999949e+01,9.709699999999999420e+01,1.441440000000000055e+02,1.901899999999999977e+02,2.352350000000000136e+02,2.792789999999999964e+02,3.218215000000000146e+02,3.633629999999999995e+02,4.044039999999999964e+02,4.439434999999999718e+02,4.824820000000000277e+02,5.200194999999999936e+02,5.560555000000000518e+02,5.910905000000000200e+02,6.246240000000000236e+02,6.571565000000000509e+02,6.881875000000000000e+02,7.182174999999999727e+02,7.467459999999999809e+02,7.737730000000000246e+02,7.997989999999999782e+02,8.243234999999999673e+02,8.473464999999999918e+02,8.688680000000000518e+02,8.888880000000000337e+02,9.074065000000000509e+02,9.244234999999999900e+02,9.399389999999999645e+02,9.534524999999999864e+02,9.649640000000000555e+02,9.739729999999999563e+02,9.799790000000000418e+02,9.799790000000000418e+02,9.799790000000000418e+02,9.799790000000000418e+02,9.799790000000000418e+02,9.799790000000000418e+02,9.799790000000000418e+02,9.799790000000000418e+02,9.799790000000000418e+02,9.799790000000000418e+02,9.799790000000000418e+02,9.799790000000000418e+02,9.799790000000000418e+02,9.799790000000000418e+02,9.799790000000000418e+02,9.799790000000000418e+02,9.799790000000000418e+02,9.799790000000000418e+02,9.799790000000000418e+02
5.105100000000000193e+01,1.011009999999999991e+02,1.501500000000000057e+02,1.976974999999999909e+02,2.442439999999999998e+02,2.897894999999999754e+02,3.343340000000000032e+02,3.778774999999999977e+02,4.204200000000000159e+02,4.614610000000000127e+02,5.015009999999999764e+02,5.405399999999999636e+02,5.780774999999999864e+02,6.141135000000000446e+02,6.491485000000000127e+02,6.831825000000000045e+02,7.157150000000000318e+02,7.467459999999999809e+02,7.762754999999999654e+02,8.048039999999999736e+02,8.313305000000000291e+02,8.568559999999999945e+02,8.808799999999999955e+02,9.034025000000000318e+02,9.239230000000000018e+02,9.434424999999999955e+02,9.609600000000000364e+02,9.764755000000000109e+02,9.904895000000000209e+02,1.002501499999999965e+03,1.012010999999999967e+03,1.018017000000000053e+03,1.018017000000000053e+03,1.018017000000000053e+03,1.018017000000000053e+03,1.018017000000000053e+03,1.018017000000000053e+03,1.018017000000000053e+03,1.018017000000000053e+03,1.018017000000000053e+03,1.018017000000000053e+03,1.018017000000000053e+03,1.018017000000000053e+03,1.018017000000000053e+03,1.018017000000000053e+03,1.018017000000000053e+03,1.018017000000000053e+03,1.018017000000000053e+03,1.018017000000000053e+03,1.018017000000000053e+03
5.305299999999999727e+01,1.051050000000000040e+02,1.561560000000000059e+02,2.062059999999999889e+02,2.552549999999999955e+02,3.028025000000000091e+02,3.498494999999999777e+02,3.953949999999999818e+02,4.394390000000000214e+02,4.824820000000000277e+02,5.245240000000000009e+02,5.650644999999999527e+02,6.046040000000000418e+02,6.421414999999999509e+02,6.791784999999999854e+02,7.142134999999999536e+02,7.482474999999999454e+02,7.807799999999999727e+02,8.123115000000000236e+02,8.418410000000000082e+02,8.698690000000000282e+02,8.963954999999999700e+02,9.214204999999999472e+02,9.449439999999999600e+02,9.664655000000000200e+02,9.864855000000000018e+02,1.005004000000000019e+03,1.021019999999999982e+03,1.035534499999999980e+03,1.048047000000000025e+03,1.057556499999999915e+03,1.063562500000000000e+03,1.063562500000000000e+03,1.063562500000000000e+03,1.063562500000000000e+03,1.063562500000000000e+03,1.063562500000000000e+03,1.063562500000000000e+03,1.063562500000000000e+03,1.063562500000000000e+03,1.063562500000000000e+03,1.063562500000000000e+03,1.063562500000000000e+03,1.063562500000000000e+03,1.063562500000000000e+03,1.063562500000000000e+03,1.063562500000000000e+03,1.063562500000000000e+03,1.063562500000000000e+03,1.063562500000000000e+03
