6.799999999999999822e+00,3.133999999999999897e+00,2.225999999999999979e+00,1.945999999999999952e+00,1.764000000000000012e+00,1.703999999999999959e+00,1.721999999999999975e+00,1.596000000000000085e+00,1.518000000000000016e+00,1.576000000000000068e+00,1.445999999999999952e+00
8.330000000000000071e+00,3.620000000000000107e+00,2.501999999999999780e+00,2.045999999999999819e+00,1.911999999999999922e+00,1.804000000000000048e+00,1.693999999999999950e+00,1.598000000000000087e+00,1.598000000000000087e+00,1.570000000000000062e+00,1.608000000000000096e+00
1.070199999999999996e+01,4.193999999999999950e+00,2.697999999999999954e+00,2.220000000000000195e+00,2.009999999999999787e+00,1.881999999999999895e+00,1.701999999999999957e+00,1.731999999999999984e+00,1.629999999999999893e+00,1.651999999999999913e+00,1.683999999999999941e+00
1.350600000000000023e+01,4.993999999999999773e+00,3.140000000000000124e+00,2.458000000000000185e+00,2.177999999999999936e+00,2.037999999999999812e+00,1.939999999999999947e+00,1.949999999999999956e+00,1.717999999999999972e+00,1.737999999999999989e+00,1.691999999999999948e+00
1.812999999999999901e+01,5.988000000000000433e+00,3.411999999999999922e+00,2.681999999999999940e+00,2.271999999999999797e+00,2.197999999999999954e+00,2.064000000000000057e+00,1.858000000000000096e+00,1.868000000000000105e+00,1.810000000000000053e+00,1.844000000000000083e+00
2.309199999999999875e+01,7.035999999999999588e+00,3.818000000000000060e+00,2.879999999999999893e+00,2.403999999999999915e+00,2.279999999999999805e+00,2.141999999999999904e+00,2.141999999999999904e+00,1.909999999999999920e+00,2.024000000000000021e+00,1.743999999999999995e+00
2.872200000000000131e+01,7.889999999999999680e+00,4.597999999999999865e+00,3.290000000000000036e+00,2.724000000000000199e+00,2.487999999999999989e+00,2.358000000000000096e+00,2.212000000000000188e+00,2.132000000000000117e+00,1.927999999999999936e+00,2.032000000000000028e+00
3.362199999999999989e+01,1.082000000000000028e+01,5.280000000000000249e+00,3.608000000000000096e+00,3.065999999999999837e+00,2.846000000000000085e+00,2.479999999999999982e+00,2.251999999999999780e+00,2.245999999999999996e+00,2.125999999999999890e+00,2.112000000000000099e+00
3.971399999999999864e+01,1.397799999999999976e+01,5.942000000000000171e+00,3.887999999999999901e+00,3.363999999999999879e+00,2.883999999999999897e+00,2.645999999999999908e+00,2.314000000000000057e+00,2.347999999999999865e+00,2.387999999999999901e+00,2.279999999999999805e+00
4.491799999999999926e+01,2.039799999999999969e+01,6.695999999999999730e+00,4.450000000000000178e+00,3.371999999999999886e+00,3.189999999999999947e+00,2.883999999999999897e+00,2.660000000000000142e+00,2.592000000000000082e+00,2.419999999999999929e+00,2.339999999999999858e+00
4.857600000000000051e+01,2.478800000000000026e+01,6.746000000000000441e+00,5.099999999999999645e+00,4.467999999999999972e+00,3.331999999999999851e+00,2.790000000000000036e+00,2.791999999999999815e+00,2.665999999999999925e+00,2.649999999999999911e+00,2.478000000000000203e+00
